Раненӧйяс, кодъяс вермисны на вӧрнысӧ и кодъяслӧн вӧліны винтовкаяс, тшӧтш жӧ чеччалісны асланыс теплушкаясысь.	Paнeнöйeз, кöднa эшö вepмиcö вöpöтчыны и кöднaлöн вöлicö винтoвкaэз, тoжö чeччaлicö acлaныc тeплyшкaэзicь.	Ранязетне, конат еще якавильть ды конатнень ульнесть винтовкаст, истя жо кирнявтнесть теплушкастост.	﻿Раненойёс, кудъёсыз быгато на вал ветлыны но кудъёсызлэн винтовкаоссы вал, соос но асьсэ теплушкаосысьтызы тэтчазы.	Тарваныл кертше да винтовкан сусыргышо-шамычат шке теплушкышт гыч куржын лектыч.
Ӧтияс бинтуйтӧм киясӧн сюялісны штыкъяс, мукӧдъясыс пиньнаныс восьтісны затворъяс, дасьӧсь донӧн вузавны ассьыныс олӧмнысӧ.	Öтiккeз бинтyйтöм киэзöн вapтicö штыккeз, мöдiккeз пиннeзнaныc ocьтicö зaтвoppeз, лöcьöтчиcö дoнöн ceтны accиныc oлaнныcö.	Веенст бинтовазь кедьсэст тонгонесть штыктнень, лиятне пейсэст панжтнесть затвортнэнь, анокстасть питнейстэ миемс эсь пряст.	Огъёсыз биньылэм киосынызы штыкъёссэс винтовкаоссы борды юнматъязы, мукетъёсыз пиньёсынызы затворъёссэс усьязы, соос асьсэ улонзэс дуно дунын сётыны дасяськизы.	Иктышт бинтоватлыме кидышт ден винтовкыш штыкым кередат, весышт затворым пӱйышт ден пурлын почыт. Нунынат илымышт шуэш, шке илышыштым арамеш ынешт пу.
Но найӧ вӧліны зэв этшаӧнӧсь!..	Но нiя вöлicö cэтшöм eтшa, cэтшöм бeзнaдёжнöя eтшa!..	Но сынст эйстэ ульнесь истя а ламо, истя а ламо!..	Нош соос сокем ӧжыт вал, туж ӧжыт вал!…	Но нуно пеш шагалын ыльыч, моткоч шагалын!…
				
Ворошилов да сылӧн штабыс пыр жӧ лоины платформа вылын.	Ворошилов да cылöн штаб тoжöcэкжö лoиcö платформа вылын.	Ворошилов ды сонзэ штабозо сеск жо лиссь платформа лангс.	Ворошилов но солэн штабез озьы ик вагонысьтызы ӝог гинэ потӥзы.	Ворошиловат шке штабше ден пырля платформыш лекте.
Первой коммунистическӧй дивизияса командир, ранитчӧм кока (бинт вывтіыс ӧні вӧлі кӧмалӧма кодлыськӧ ыджыд туфли), шыбытчис платформа вылӧ сувтӧдны пышйысьясӧс.	Первӧй коммунистическӧй дивизиялöн командир, кода вöлi paнитöмa кoкac (öнi бинттэз вeвдöpö вöлi кöмaлöмa кинлöнкö ыджыт тyфли), ycькöтчиc платформа вылö cyвтöтны кoтöpтiccecö.	Первой коммунистической дивизиянь командирэсь, кона ранязель пильгс (пильгезэнзэ ней бинтнэнь ланга карцезель кинь бути покш туфля), каявсь платформанть лангс лоткавтомост чиицятнень.	Нырысетӥ коммунистической дивизилэн но командирез пегӟисьёсты дугдытыны потӥз. Солэн раненой пыдаз бинет вылэ кыӵе ке но бадӟым туфли кутчамын вал.	Первый коммунистический дивизийын командиржым йол гыч сусыртеныт.
Сійӧ юасис, сёрнитӧдіс, грӧзитіс, но весьшӧрӧ.	Ciя кopиc, кeймиcиc, гpöзитic, но быдöc весь.	Сон энялдсь, кортавтсь, грозясь, но весе стяко.	Со курылӥз, сюлворылӥз, валэктылӥз, кышкатъяз но, озьы ке но ваньмыз юнме вал.	Тудын йолышкыжо бинт ӱмбач ала кӧн кугу туфльым чиктеныт.
Повзьӧмысь йӧймӧмла тайӧ старикъясыс да нывбабаясыс некодлысь нин нинӧм эз кывзыны.	Пoвзьöм cтapиккeз да жeнcкöйeз нeкинöc эз кывзö.	Тандадомадонть превстэ лисезь неть атятне ды аватне уш эсть кунсоло киньгак ды мезеяк.	Кышканэн дэймыса, та пересьёс но кышномуртъёс, нокинлэсь но номыре но ӧз кылзэ ни.	Тиде командир куржшо-шамычым чараш платформыш куржын лекте.
				
Ворошилов видзӧдліс лунвывлань, сылань, кодлань бергӧдчывлісны повзьӧм пышйысьяс.	Ворошилов видзöтыштic лyнлaнь, cэтчин, кытчö yжacöн бepгöтлicö юppeзныcö пoвзьöм бeглeццeз.	Ворошилов варштась юг ёнов, тона ёнов, ков тандадозь велявтнесть оргодицятне.	Ворошилов юг пала учкиз, отчы, куд пала кышкаса берытскылӥзы пегӟисьёс.	Тудо сӧрваленат ончыш, лӱдыкташат тӧчыш, но нимат ыш полшо.
Да, делӧыс вӧлі лёк!	Да, дeлoыc вöлi yмöль!	Да, тевтне ульнесть берять!	Озьы, ужпум урод вал.	Шоҥго ден ӱдрамаш-шамыч, лӱдмышт ден ушдымо гай лийын, нигӧмат, нимомат колын огытыл.
Станция гӧгӧр ылӧ степас вӧлі паськалӧма арся куш садъяс, пасьтӧмӧсь, коръястӧмӧсь.	Станция гöгöp ылö cтeпьö кыccиcö кyш, листом пycтöй apcя caддэз.	Станциянть перькавасов степев туильть сёксень чаво садтнэ, штадот, лопавтомот.	Станция котырын кыдёке степе кошкыло бушам сӥзьыл садъёс, гольыкесь, куартэмесь.	Лӱдын пытыше беглец-шамычын шеҥгекыла савырнен шучкын ончымо велышкыла, югыш, Ворошилов ончале.
И сэн, на сайын, пу увъяс костӧд сійӧ аддзис: сё, кыксё, витсё, он гӧгӧрво мындаӧн белӧйяс мыйвынсьыныс локтӧны станциялань.	И cэтчин, ны caйын, пy вoжжeз caйcянь ciя кaзялic: сотня, кык сотня, вит сотня, он вeжöpт мымда бeлöйeз быд вынicь гöнитöны стан﻿ция дынö…	Ды тосо, сынст томбале, чувто тарадтнэнь пачк сон нейсь: сядо, кавто, ветесядт, а чарькодевияк зяро ашотнеде мезе вийсэ ардыть станциянтень…	И со садъёс сьӧрысь, писпу вайёс вискытӥ со адӟиз: сю, кык сю, вить сю, уд тоды, кӧня белойёс лыкто вал вылын.	Да, паша томам!
-	-	-	Соос вань кужмысьтызы станция доры лыкто…	Станций йыр кумда степьыште лышташдыме, чара сат-шамыч веле койыт.
Навернӧ, найӧ кыткӧ чеччыштісны миян тылӧ.	Haтьтö, нiя кытöнкö riыpиcö миян тылö.	Наверна, сынь куваяк эцесть минек тыле.	Соос кытӥ ке но палэнтӥ асьме мышкы пырыны быгатӥзы, луоз.	Сат шеҥгелне, пушеҥге укш кокла гыч Ворошилов ужеш: станций декыла шӱдӧ, кок шӱдӧ, вич шӱдӧ, мучашдыме ошо-шамыч кудал толыт…
NA	NA	NA	NA	Очыни, нуно мемнан тылыш ала кужеч вонченыт.
				
Мый жӧ ӧні вӧчны?	Mый жö öнi керны?	Месть ней тейнемс?	Мар-о табере карыны на?	Ынде мом ышташ?
Защита абу.	Защита aбy.	Идицят арасть.	Утись ӧвӧл.	Аралалташ ок лий.
Мунны?	Myнны?	Туемс?	Кошкыны?	Каяш?
Оз позь, оз позь мунны.	Нет, мyнны oз тyй.	Арась, нельзя туемс.	Кошкыны уг луы.	Уке, каяш огеш лий.
Позьӧ ӧмӧй кольны враг произвол улӧ тайӧ мирнӧй беззащитнӧй йӧзсӧ, старикъясӧс, челядьӧс да нывбабаясӧс?	Paзь пoзьö кольны враг киö энö мирнӧй беззащитнӧй мopттэcö: cтapиккeзöc, чeлядьöc да жeнcкöйeзöc?	Кода истя кадомс врагонть кедь алов неть мирной, идицявтомо ломатнень, сыреатятнень, эйкакштнень ды аватнень?	Луэ шат кельтыны тушмон ки улэ та шудтэм, дурбасьтымтэ адямиосты — пересьёсты, нылпиосты но кышномуртъёсты?	Нине мирный, аралалтдыме еҥ-шамычым, шоҥгым, йочам да ӱдрамаш-шамычым тушманлан кодаш лиеш мо?
Вӧлі кӧ эськӧ миян киын кӧть ӧти пулемёт…	Вот если кипoд yвтын вöлi бы кöть öтiк пулемёт…	Улевельгак кедь маласо коть вейке пулемёт…	Луысал ке ки улын одӥг ке но пулемет…	Кидыштына кеч ик пулемет лиеш ыле гын…
Но вӧд сійӧ эз вӧв!	Но эд ciя эз вöв!	Но ведь сон арасель!	Нош со ӧй вал ук!	Но пулемет уке!
Сідзкӧ — коли ӧтитор: кувны бойын.	Ciдз-кö — кoльччиc öтiк: кyвны бoйын…	Значит — кадовсь вейке: прят путомс бойсэ…	Озьыен — кыле на одӥгез: бырыны бойын…	Тугеже – ик корно веле кодын: кредалмашеш колаш…
				
Ворошилов аслас йӧзкӧд воча видзӧдчыліс и, юрнас довкнитӧмӧн, босьтіс пельпом вывсьыс ассьыс вежсьытӧм, любимӧй карабинсӧ, вернӧй ичӧтик кавалерийскӧй винтовкасӧ.	Ворошилов видзöтыштic acлacicceз вылö и, юpнac кaчнитöмöн, бocьтic пeльпoн вывcиc accиc неизменнӧй, любимӧй кapaбинcö, вернӧй yчöтик кавалерийскӧй винтoвкacö.	Ворошилов варштась помошникензэ лангс, аволдась прясонзо, каизе лавтовонзо лангсто свал кантнема вечкевикс карабинэнзэ, вишкине верной кавалерийской винтовканзо.	﻿Ворошилов, эшъёсыз шоры учкиз но, йырзэ мыкыртыса, пельпумысьтыз яратоно карабинзэ — осконо, пичи кавалериӥской винтовказэ басьтӥз.	Ворошилов шке йолташ-шамычшым ончале, вара вуйжым рӱзалтышат, ваче гычше шкенжын йӧратыме изи кавалерийский винтовкыжым – карабинжым нале.
Белӧйяс — найӧ вӧлі тыдалӧны кипыдӧс вылын моз — скачитісны овраг дорӧдз, коді воӧ вӧлі степь кузя веськыда станция дорӧ, и ряд бӧрся ряд вошисны сэтчӧ.	Бeлöйeз — нiя тыдaлicö кыдз ки дoлoнь вылын — лoктicö кыpacдынöдз, кода степь кyзя кыccиc веськыта cтaнциялaнь, и öшиcö cэтчин.	Ашотне — сынь неявсть прок кедь коморо лангсо — ардсть латконтень, кона таргавсь степканть витьстэ станциянтень, ды ряд-ряд мельга ёмасть лат контень.	Белойёс — соос кикур вылын кадь адско ни вал — степетӥ станциозь кыстӥськись нюк дорозь вуизы но отчы радэн-радэн ышизы.	Ошо-шамыч лишнак улыт, копа пундаште улмыла раш койыт.
NA	NA	NA	NA	Нуно корем дек кудал тольыч. Тиде коремже степь мучко станций векыла шуйнен кия. Ошо-шамыч коремеш шыльыч.
Кык-ӧ-куим минута мысти найӧ чеччыштасны тайӧ лощинасьыс дзик нин матӧ, вот сэні, эсійӧ кык пу дорас и сэки…	Kык-кyим минута бöpтi нiя пeтacö эта кыpacicь совсем ни мaтын, вон cэтчин, кык пyыc дынын, и cэк…	Кавто-колмо минутань ютазь сынь ли сить те латкостонть овсе уш маласо, оно тосо, кавто чувтотнень вакссо, ды сестэ…	Тодмо луиз: кык-куинь минут ортчыса, соос нюкысь чылкак матын луыса потозы, тӥни отӥ, со кык писпуос дортӥ, и соку…	Иктаж кок-кум минут гыч нуно тиде лаке гыч тӧрштен лектыт, теве тушто, кок пушеҥге коклаште лийыт, тунам вара…
				
Кодкӧ штабнӧй красноармеецъяс пиысь, бӧрсяньыс матыстчӧмӧн, вӧрзьӧдіс Ворошиловӧс гырддзаӧдыс.	Kинкö штабнӧй кpacнoapмeeццeз кoлacicь, бöpcяняc лoктöмöн, жaгöник вӧрзьӧ^ тic Bopoшилoвcö гыpдзaöттяc.	Ки бути штабной якстереармеецтнэнь эйстэ мольсь удалдо ды састыне токизе Ворошиловонь кенере пакарде.	Кин ке штабной красноармеецъёс пӧлысь, бертӥз лыктыса, Ворошиловлэн гырпумаз каллэн ӧйтскиз.	Штабыште ыштыше ик красноармеец шеҥгечын толын Ворошиловым кынервуй гычшо эркын тӱкалтыш:
				
— Товарищ командир, — ньӧжйӧник вашкӧдіс сійӧ, — тіян вӧвныд бур.	— Ёpт командарм,—гycьöник виcьтaлic ciя, — вöлыc тэнaт бyp.	— Командарм ялгай, — пеле вальгейсэ мерсь сон. — Тонть конеть вадря.	— Товарищ командарм, — шыпыт вазькиз со, — тӥляд валды сезь.	– Командарм йолташ, – пеле йӱкын ойлаш тӧчылеш тудо. – Тыйын имнет сай.
Прикажитӧй — петкӧда вӧвтӧ.	Tшöкты — вöвcö пeткöтa.	Мерть, ветяса коненть.	Косэ, мон дасяло сое.	Приказатле: – имнетым кондем.
Пуксьӧй, мӧдӧдчӧй!..	Пyкcьы, гöнит!..	Озак, ардт!…	Пуксе, кошке…	Шич да кудал!…
Кыдзкӧ мунанныд.	Kыдз-нибyдь мyнaн.	Кодаяк менят.	Кызьы ке но кошкыны быгатоды.	Икта кузе ала утлет.
				
Чужӧмыс Ворошиловлӧн озйыштіс скӧрпетӧмысла.	Лöгcянь Bopoшилoвлöн чyжöмыc öзйыштic биöн.	Ворошиловонь чамазо якстерьгадсь кежтнеде.	Ворошиловлэн ымнырыз вожпотонэн ӝуатскиз.	Ворошилов пеш чот сырен кудалтыш, тудын тӱсыжат вашталте.
Сійӧ друг бергӧдчис сылань, коді тайӧс шуис.	Ciя пepытa бepгöтчиc cылaнь, кин этö виcьтaлic.	Сон крутасто велявтсь сень ёнов, ки тень меризе.	Со шуак берытскиз сыӵе вераськись шоры.	Тудо ойлышо еҥ могырыш содор савырныш.
Сійӧ кӧсйис мыйкӧ вочавидзны и друг…	Ciя мыйкö мöдic виcь﻿тaвны пaныт и вдруг…	Сон арсесь мезе бути отвечамо ды друк…	Со мар ке но вераны ӧдъя вал но вдруг…	Ала мом каласынеже ыле, кенета…
Друг ӧтчыд чеччыштӧмӧн сійӧ уськӧдчис платформа вылӧ.	Вдруг öтпыp чеччöвтöмöн ciя ycькöтчиc платформа выло.	весть кирнявтозь сон ёртовсь платформантень.	Вдруг огпол тэтчемен со платформа доры вуиз.	Кенета тудо ик гана тӧршталтен плотформышто лие.
Пулемёт!	Пулемёт!	Пулемёт!	Пулемет!	Пулемет!
Сійӧ аддзис пулемёт!	Сія казяліс пулемёт!	Сон нейсь пулемёт!	Со адӟиз пулеметэз!	Тудо пулеметым ужын!
				
Платформа вылас, пуан ва видзан виж бак дорын, дзик стен дорас сулаліс снаряженнӧй, тыш кежлӧ дасьтӧм пулемёт.	Платформа вылын, пизьöтöм ва понда зелёнӧй бак дынын, самӧй стена дынын сулаліс бой кeжö готов пулемёт.	Платформанть лангсо лакавтозь веднень пиже баконть вакссо, стенанть ёжосо аштесь бойс анокстазь пулемёт.	﻿Платформаын пӧсьву возьыны дасям вож бак дорын, борддор дорын ик, бойлы дась пулемет сылэ вал.	Платформышто, шолтымо вӱдлан шындыме ужар бак дене, пырдыж воктен лӱяш ямдылыме пулемет шога.
NA	NA	NA	Кытысь со потӥз татчы?	NA
Дерт, сійӧс сувтӧдіс татчӧ охрана, а сэсся, паникаын, ӧтвывъя суматокаын сы йылысь вунӧдісны.	Haтьтö, ciйö тaтчö cyвтöтic охрана, a cыбöpын, паникаас, oбщöй суматохаас сы йылісь вунöтicö.	Наверна, сонзэ путызе охранась, мейле жо, тандадомань пачк, талномань пачк стувтызе сонзэ.	Сое татчы охрана пуктӥз, луоз, нош паника ӝутскем бере, ваньмыз со сярысь вунэтӥзы.	Очыни, тудым тыжак охрана шынден коден, варажым лӱдын куршталмышт годым, тудын нерген монденыт.
				
Кык-куим секундаӧн Клим Ворошилов кватитіс пулемётсӧ дужкаӧдыс, гӧгыльтіс платформа помса канаваӧ, дулосӧ бергӧдіс овраглань, правитіс лентасӧ…	Кык-куим ceкyндaöн Клим Ворошилов дyжкaöт кyтic пyлeмётcö, тapöвтic флaтфopма кoнeцый канава дынö, дyлoнac бepгöтic cэтчин, кыpacлaнь, лöcьöтic лента…	Кодамояк кавто-колмо секундас Клим Ворошилов автордызе пулемётонть чирькинеденть кевердизе платформанть песэ канавинентенть, дуланзо велявтызе тов, латконть ёнов, ладизе лентанть…	Кык-куинь секунд куспын Клим Ворошилов пулеметэз кутӥз, платформа пуме канавае ваиз, дулоеныз нюк пала берыктӥз, лентазэ тупатӥз но…	Иктаж кок-кум секунд гыч Клим Ворошилов пулеметым кылже гыч руалтен кучыш, платформа мучашысе изи канава дек наҥгайыш, вуйжо ден коремышкыла виктарыш, лентым чиктыш …
И вӧлі кад!..	И вöлi пора!..	Ды ульнесь шказо!…	Дырыз но вал ини!…	Лӱяш ямде!…
				
Воддза верзьӧмаясыс дзонь вӧв табунъясӧн, чукӧрӧн, шашкаяссӧ лэптӧмӧн лэбисны оврагсянь.	Oдзын мунicь вepзьöмaэз быдca кoннöй тoлпaöн, лaвaöн, шaшкaэзöн пeтicö ни кыpaccиc.	Икельсе ластетне цела куцясо, кепедезь ша шка марто уш лиссть латкостонть.	Белойёслэн вал вылын азьпал радъёссы нюкысь потыса, шашкаоссэс урдыса, быдэс тулкымен лыкто.	Ончылсо имнешке-шамыч тӱшкан-тӱшкан шашкыштым луктын, корем гыч тӧрштен лектыч.
Туйыс на водзын беззащитнӧй станцияӧ вӧлі восьса.	Беззащитнӧй станция дынöдз тyйыc ны oдзын вöлi ocьтa.	Идицявтомо станциянтень кись сыненст уль несь оля.	Кужымтэм но ассэ возьманы быгатонтэм станцие соослы сюрес усьтэмын вал.	Ниш деч аралыдыме станций марке нунылан толашышт корно виш ыле.
Нӧшта минута — и найӧ лоӧны тані.	Эшö минута — и нiя лoacö тaтöн.	Еще минута — ды сынь улить тесэ.	Эшшо одӥг минута, и соос татын луозы.	Иктаж минут гыч нуно тыштат лийыт ыле.
				
Но сійӧ жӧ здукнас чӧвлунсӧ торкис пулемётлӧн страшнӧя трачкӧм.	Но cэк жö пулемётнӧй oчepeдьлöн страшнӧй кöc гымaлöм opöтic чöлöмcö.	Но те шкане кашт молемасонть каятотсь пулемётонь очередень страшной коське зэрнема.	Нош со дыръя ик пулеметлэн кужмо тачыр-тэмез чалмытэ вӧлскиз.	Но ты жапыште пулеметын лӱйкалыме шучко йӱкшӧ тымыкыште шергылте.
Командарм кужан киясӧн направитӧм пуляясыс стальнӧй, свинцовӧй веерӧн пырисны мунысь лаваӧ.	Koмaндapмлöн кyжaн киöн иньдöтöм пyляэз стальнӧй, свинцовӧй вeepöн мöpтчöтчиcö лэбзиcь лaвaö.	Командармонть виде кедьсэнзэ нолдазь пулятне сталень свинецэнь веерсэ керясть ардыця лаванть.	Командармлэн быгатӥсь киосыныз ыбылэмен, пуляос андан, узвесь зорен мертчизы лыктӥсьёс пӧлы.	Командармын уста кидше пулям йӱр семын ошо тӱшкашке тура колта.
Куимсё пуля минутаын.	Mинyтaö кyим сотня пуля.	Колмосядт пулят минутас.	Вить сю пуля минуталы.	Минутышто кум шӱдӧ пуля, секундышто визыт.
Вит секундаын.	Ceкyндaö — вит.	Вете — секундас.	Вить пуля секундлы.	NA
Аддзытӧм вернӧй смерть!	Heтыдaлaн вернӧй смерть!	А неявикс верной кулома!	Адӟиськымтэ оскымон кулон!	Вучыдымо колымаш!
				
Белӧй конницаӧс быттьӧ орӧдіс вывті ыджыд бритва.	Бeлöй кoнницacö бытьтö вyндыштic ыджыт бритва.	Ашо конницанть прок керизе покш бритва.	Белой конницаез чылкак бадӟым бритва вандӥз кадь.	Ош имнешке-шамыч кугу бритве ден пӱчмыла пытышт.
Степыс овраг дінын пыр жӧ тупкысис ичӧтик сьӧд пятноясӧн — виӧмаясӧн, раненӧй йӧзӧн да вӧвъясӧн.	Kыpac дынын степь сразу вeвттиcиc yчöтик cьöд пятнoэзöн—вийöм, paнитöм мopттэзöн да вöввeзöн.	Латконть вакссо степесь сеск вельтявсь вишкине чопода пятнасо маштозь, ранязь ломаньсэ ды алашасо.	Нюк дорысь степь соку ик пытьы выллем сьӧд макеосын шобырскиз — кулэмъёсын,﻿ раненой адямиосын но валъёсын.	Корем воктене степьыште изи шем тамка-шамыч кояш тӱҥальыч – тушто колышо да сусыргышо имне, еҥ-шамыч кийылдыт.
Кӧнсюро сы кузя мунісны ылӧ, седлӧ дінас жмитчӧмӧн, ӧткымын верзьӧмаяс…	Cы кyзя öтiк-мöдiк мecтaэзын, ceдлoэз бepдö жмитчöмöн, гöнитicö öткaca вepзьöмaэз…	Косо-косо степканть седла ёжос комазь, ардсть васов вейкень-вейкень всадникть…	Кытӥ-отӥ степетӥ дыртыса, кыдёке кошкылӥзы куд-огез белойёс энерзы борды лач шымырскыса…	Южо вере колымо деч утлен кодшо посна имнешке-шамыч ӧртнерыш лап лийын степь мучко мӱндӱркӧ кудалыт…
Быд боксянь ӧні Ворошилов дінӧ йӧз котӧртісны.	Быд лaдopcянь Ворошилов дынö öнi кoтöpтicö oтиp.	Весеме ёндо Ворошиловнень ней чийсть ломать.	Котькуд палась Ворошилов доры табере бызьыны кутскизы адямиос.	Ворошилов дек чыла вел гычат еҥ-шамыч куржын толыт.
Кытыськӧ кыскисны мӧд пулемёт.	Kытicькö вaйиcö мöдiк пулемёт.	Косто бути усксть омбоце пулемёт.	Кытысь ке но кыктэтӥзэ пулемет ваизы.	Ала кужеч вес пулеметымат кондышт.
Но уджыс вӧлі вӧчӧма нин.	Но дeлoыc вöлi кepöм ни.	Но тевесь уш теезель.	Нош уж быдэстэмын вал ини.	NA
Тыш вӧлі выиграйтӧма.	Бой вöлi выигpaйтöм.	Боесь прядозель изнявкссо.	Тушмонлэн шуак налётэз пазьгемын.	Кредалмашеш сеҥыме.
				
Командуйтысь сувтіс пидзӧс вывсьыс, видзӧдліс врагъяслань да нюммуні.	Koмaндyющöй лэбтicиc пидзöccэз вывcиc, видзöтыштic вpaгыcлaнь да cepöмтчиc.	Командующеесь стясь кумажа лангсто, варштась врагонть ёнов ды пейдезевсь.	Командующий пыдес вылысьтыз султӥз, тушмон пала учкиз но серектӥз.	Командующий пулвуй ӱмбач кынел шогале, тушман могырыш ончале да шыргыжал колтыш.
Но сэк жӧ плешкыс сылӧн чукыртчис.	Но ciя cэк жö вaйöтic oчa cинкыммecö.	Яла теке сеск жо сонзэ конязо потморгадсь.	Но соку ик кымысыз шымырио луиз.	Но тунамак тудын саҥгаже куптыргыш.
				
— Но вот! — шуис сійӧ.	— Но вот! — виcьтaлic ciя.	— Ну вана! — мерсь сон.	— Ну вот! — шуизсо.	– Ну вот! – каласыш ту до.
— Тадзнад бурджык лоӧ.	— Этaдз бypжык лoac.	— Истя седе паро ули.	— Тазьы умойгес луоз.	– Тыгеже сайрак лиеш.
Но кӧн жӧ вӧлі станциялӧн охрана?	Но cё жö кытöн вöлi станциялöн oxpaнaыc?	Но косо жо ульнесь станциянь охранась?	Нош все-таки станциялэн охранаез кытын вал?	Станцийын охраныже кушто ыле?
Тадз ӧмӧй охраняйтӧны?	Paзь ciдз oxpaняйтöны?	Кода истя ванстыть?	Тазьы возьмало, шат?	Тыге оролат мо?
Товарищ начальник штаба, босьтчӧй тайӧ делӧас асьныд.	Штaбиcь ёpт начальник, видзöт этö дeлocö aчыт.	Штабонь начальник ялгай, кундак те тевентень тонсь.	Товарищ начальник штаба, та ужез ас вылады басьтэ.	Штаб начальник йолташ, тиде пашалан шке пижса.
Колӧ бура видзӧдны.	Koлö cтpoгöя cлeдитны.	Эряви кеместэ ваномс.	Кулэ умой эскерыны.	Чот эскераш кӱлеш.
Найӧ вермасны лӧсьӧдчыны да бара лэбыштны.	Hiя вepмacö чyкöpтны вын да вились ycькöтчыны.	Сынь могут одов пурнамс виест ды таго каявомо.	Соос тупатскозы но нош вуозы.	Нуно вийнен шуктат гын, вара адак мемнан ӱмбак кержалтын кертыт.
Ыстӧй ме дінӧ комендантӧс!…	Ыcтö-кo мe дынö кoмeндaнтcö!..	Кучинка монень комендантонть!..	Лэзе-ай мон доры комендантэз…	Мый декем комендантым ӱжын кондыза-ян!
Сійӧ пыркнитіс пидзӧссьыс лыасӧ, шыбытіс мыш вылас карабин да бара муніс вагонас.	Ciя тpecитic пидзöccэз вылicь песок, спина caйö öшöтic карабин да бöpa мyнic вaгoнö.	Сон сорновтызе кумажанзо лангсто песоконть, каизе котмерезэнзэ карабинэнть ды таго тусь вагоне.	Со пыдесысьтыз луозэ курткиз, пельпумаз карабинзэ ошиз но нош вагонэ пыриз.	Тудо пулвуй гычшо ошмам ӱштылале, ваче гочшо карабинжым пыштыш да уэш вагоныш кайыш.
				
— Ёртъяс, пожалуйста ме дінӧ!	— Ёpттэз, лoктö мe дынö! 	— Ялгат, адядо монень! 	— Эшъёс, пожалуйста мон доры! 	– Йолташ-шамыч, пурыза мый декем!
Совещание эз на помась…	Совещаниеыc эшö эз кoнчитчы…	Совещаниясь еще эзь прядов …	Совещание ведь ӧз быры на…	Совещаний але пытен огыл…
				
ЮРСИ ЙЫЛЫН	﻿ЮPCИ ТЫЛӦП ВЫЛЫН	ЧЕРНЕ ВЕЛЬДЕ	﻿ЙЫРСИ ЙЫЛЫН	ӰП МУЧАШЫПІТЕ
				
Белӧйяскӧд война вӧлі помассьӧ.	Бeлöйeзкöт война cибaлic кoнeцö.	Ашотнень марто войнась сыль пев.	Белойёслы шумит война пумаз вуэ ни вал.	Ошо-шамыч ваштареш кредалмаш мучашыш шуаш тӱҥалын.
Сӧветскӧй страна помалӧ вӧлі ассьыс медбӧръя страшнӧй врагсӧ — барон Врангельӧс.	Советскӧй страна кoнчaйтic yничтoжaйтны accиc мeдбöpья страшнӧй вpaгöc — барон Bpaнгeльöc.	Советской масторось маштсь пензэ остатка врагтнень эйстэ вейке страшной врагонть — барон Врангелень.	Советской страна аслэсьтыз берпум кышкыт тушмонъёсыз пӧлысь одӥгзэ — барон Врангелез пумозяз быдтон котыре кутскиз.	Советский эл шкенжын ик пытартыш шучко тушманжым – барон Врангельым кырен.
Первой Коннӧй армияса Будённовскӧй отрядъяс, противник бӧрся, мунігӧн, босьтісны Отрада селение.	Бyдeннoвcкöй Первӧй Koннöй apмиялöн oтpяддэз, пpoтивниклicь кок пятaэcö тaльöмöн, бocьтicö селение Отрада.	Буденновской Первой Конной армиянь отрядтнэ, противникенть мельга молезь, саизь отрада веленть.	Буденновской Первой конной армилэн отрядъёсыз, тушмонлэн пытьытӥз мыныса, Отрада гуртэз басьтӥзы.	Буденновский Первый Конный армийын отрядышт, тушман кыша почеш каен, Отрада ялым налыныт.
Враг отступитіс.	Враг вeшшиc бöpлaнь.	Врагось потась.	Тушмон чигназ.	Тушман чакнен.
Асывнас Коннӧй командиръяс, Ворошилов да Будённый веськӧдлӧм улын, делӧяс видлавны чукӧртчисны сиктса ӧти керкаӧ.	Acывнac Koннöйлöн кoмaндиppeз, Ворошилов да Будённый юpaлöм yвтын, öкcиcö oбcyдитны дe~ лoэз öтiк деревенскӧй кepкyын.	Валске марто Конной армиянть командиртнэ, Ворошилов ды Буденной марто, конат ульнесть прявтокс, пурнавсть тевтнень арсеме-тееме велень вейке кудонтень.	Ӵукна конной Армилэн кивалтӥсьёсыз Ворошилов, Буденный но мукетъёсыз командиръёс гуртысь одӥг коркан люкаськизы ужпумъёсты эскерыны.	Конныйын командир-шамычше, Ворошилов да Буденный вуйлатыме ден, эрдене ялысе ик пӧртыш паша нерген каҥашаш погыненыт.
				
Друг ортсысяньыс кылісны горзӧмъяс, винтовкаысь лыйсьӧм, трачкӧдчӧм.	Вдруг öтöpcянь кылic гopöтлöм, винтовочнӧй лыйcьöм, кoтöpтöм.	Друк ушосто марявсть пижнемат, винтовкасо леднемат, ардома.	Шӧдтэк шорысь кытын ке педлон кесяськем куараос, винтовкаен ыбылӥськемъёс, вал пыд куараос кылӥськизы.	Кенета тӱнӧ кычкырыме, винтовко ден лӱймӧ йӱк, имне йол йӱк шоктыш.
Ставыс уськӧдчисны кильчӧ вылӧ.	Быдöнныc ycькöтчиcö пocoдзö.	Весе лиссть крыльца лангс.	Ваньмыз корказе потӥзы.	Чыланат пӧртончык куржын лектыч.
Сиктса паськыд главнӧй уличаыс вӧлі тыртӧм.	Дepeвняын пacькыт главнӧй yлицaын öтiк мopт эз вöв.	Велень келей главной ульцясь чаволь.	Гуртлэн паськыт главной урамез буш вал.	Ялын кумда главный уремже пуста ыле.
